Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1080390.00,4.00,3.00,10.00,2.00,4.00,4.00,4.00,4.00,1.00,17.00,4.00,18.00,27400.00,35.00,2804.50,1.94,782.86,10.24,0.94,0.01,0.05,0.02,0.13,0.00,0.00,0.00,0.00,0.00,0.02,0.83,0.09,0.54,0.16,0.21,0.38,0.46,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.15,0.00
1080470.00,2.00,0.00,0.00,0.00,4.00,0.00,0.00,5.00,0.00,0.00,1.00,12.00,2850.00,20.00,446.00,1.67,142.50,15.65,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.68,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1080570.00,4.00,3.00,17.00,2.00,3.00,2.00,5.00,2.00,1.00,12.00,3.00,11.00,13100.00,26.00,1307.00,2.36,503.85,9.98,1.00,0.00,0.00,0.50,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.01,0.85,0.14,0.00,0.81,0.04,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.14,0.00
1080590.00,3.00,3.00,10.00,2.00,4.00,5.00,3.00,4.00,0.00,16.00,4.00,18.00,6400.00,44.00,1072.00,2.44,145.45,16.75,0.80,0.19,0.02,0.40,0.00,0.00,0.05,0.00,0.04,0.00,0.00,0.52,0.77,0.23,0.00,0.00,0.52,0.00,0.01,0.07,0.36,0.00,0.04,0.00,0.00,0.00,0.01
1080690.00,4.00,3.00,10.00,2.00,4.00,0.00,5.00,2.00,1.00,10.00,6.00,12.00,12455.00,29.00,915.90,2.42,429.48,7.35,0.98,0.02,0.00,0.04,0.69,0.02,0.10,0.01,0.00,0.00,0.00,0.15,0.02,0.30,0.69,0.00,0.22,0.03,0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.69,0.02
1080750.00,3.00,3.00,10.00,2.00,4.00,5.00,5.00,2.00,1.00,11.00,7.00,21.00,10750.00,54.00,1989.50,2.57,199.07,18.51,0.97,0.00,0.03,0.06,0.00,0.03,0.07,0.38,0.08,0.00,0.13,0.25,0.62,0.38,0.00,0.00,0.19,0.13,0.03,0.03,0.02,0.00,0.08,0.00,0.44,0.00,0.08
1080820.00,4.00,1.00,4.00,2.00,4.00,1.00,8.00,2.00,2.00,11.00,2.00,12.00,11900.00,23.00,820.00,1.92,517.39,6.89,0.97,0.00,0.03,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.16,0.03,0.35,0.45,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.03
1080950.00,3.00,3.00,17.00,2.00,4.00,0.00,8.00,2.00,1.00,9.00,4.00,22.00,50895.00,42.00,6371.85,1.91,1211.79,12.52,0.92,0.05,0.04,0.56,0.05,0.00,0.00,0.00,0.10,0.00,0.00,0.29,0.21,0.74,0.05,0.00,0.72,0.08,0.00,0.02,0.00,0.03,0.10,0.00,0.00,0.05,0.00
1081110.00,2.00,1.00,4.00,2.00,4.00,4.00,5.00,4.00,1.00,15.00,3.00,12.00,19350.00,27.00,1362.50,2.25,716.67,7.04,0.91,0.00,0.09,0.11,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.05,0.22,0.73,0.00,0.20,0.05,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.73,0.00
1081140.00,3.00,3.00,10.00,2.00,3.00,5.00,3.00,2.00,1.00,15.00,3.00,10.00,5325.00,24.00,749.50,2.40,221.88,14.08,0.94,0.00,0.06,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.20,0.52,0.70,0.01,0.28,0.00,0.04,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00
1081260.00,4.00,2.00,10.00,2.00,4.00,1.00,7.00,2.00,1.00,14.00,4.00,17.00,8775.00,27.00,1003.00,1.59,325.00,11.43,0.87,0.13,0.00,0.13,0.00,0.06,0.00,0.00,0.00,0.00,0.02,0.80,0.04,0.96,0.00,0.00,0.27,0.64,0.02,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1081410.00,1.00,1.00,4.00,2.00,4.00,8.00,2.00,4.00,1.00,36.00,3.00,4.00,6400.00,22.00,624.50,5.50,290.91,9.76,1.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.02,0.02,0.98,0.00,0.00,0.09,0.00,0.89,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00
1081490.00,3.00,1.00,4.00,2.00,4.00,3.00,6.00,2.00,2.00,19.00,3.00,7.00,16650.00,29.00,1625.50,4.14,574.14,9.76,1.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.04,0.00,1.00,0.00,0.00,0.26,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
1081530.00,2.00,1.00,8.00,2.00,4.00,5.00,5.00,1.00,1.00,22.00,6.00,29.00,15700.00,34.00,2055.00,1.17,461.76,13.09,0.94,0.03,0.03,0.11,0.00,0.11,0.00,0.00,0.03,0.03,0.00,0.71,0.28,0.70,0.00,0.02,0.54,0.10,0.03,0.24,0.00,0.00,0.03,0.00,0.04,0.00,0.00
1081640.00,2.00,1.00,4.00,2.00,4.00,5.00,6.00,2.00,1.00,36.00,4.00,16.00,5775.00,24.00,1161.00,1.50,240.63,20.10,0.93,0.07,0.00,0.17,0.00,0.00,0.00,0.03,0.00,0.00,0.13,0.67,0.80,0.20,0.00,0.00,0.61,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.06
1081720.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,1.00,1.00,400.00,1.00,42.00,1.00,400.00,10.50,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1081820.00,3.00,2.00,10.00,2.00,4.00,3.00,5.00,4.00,1.00,14.00,2.00,15.00,13200.00,44.00,1131.50,2.93,300.00,8.57,0.90,0.07,0.03,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.33,0.12,0.56,0.00,0.02,0.11,0.01,0.00,0.30,0.00,0.00,0.00,0.00,0.56,0.00
1081850.00,4.00,1.00,10.00,2.00,4.00,4.00,5.00,4.00,2.00,9.00,5.00,26.00,28575.00,61.00,2688.75,2.35,468.44,9.41,0.92,0.03,0.06,0.29,0.35,0.01,0.00,0.00,0.00,0.00,0.02,0.34,0.14,0.51,0.35,0.01,0.47,0.07,0.04,0.02,0.05,0.01,0.00,0.00,0.00,0.35,0.00
1081900.00,2.00,2.00,17.00,2.00,4.00,5.00,5.00,4.00,1.00,12.00,3.00,4.00,16350.00,22.00,1091.50,5.50,743.18,6.68,1.00,0.00,0.00,0.03,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.06,0.89,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00
1082020.00,4.00,3.00,10.00,2.00,2.00,4.00,9.00,2.00,1.00,11.00,2.00,2.00,22050.00,24.00,2153.50,12.00,918.75,9.77,0.95,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.01,0.00,0.01,0.99,0.00,0.00,0.00,0.01,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1082110.00,4.00,3.00,10.00,2.00,3.00,3.00,3.00,4.00,1.00,4.00,4.00,11.00,7775.00,36.00,576.00,3.27,215.97,7.41,0.99,0.00,0.01,0.08,0.62,0.00,0.10,0.00,0.00,0.00,0.00,0.20,0.00,0.34,0.64,0.01,0.19,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00
1082190.00,3.00,3.00,10.00,2.00,2.00,5.00,7.00,1.00,1.00,11.00,3.00,16.00,19975.00,31.00,1544.00,1.94,644.35,7.73,0.97,0.03,0.00,0.00,0.59,0.00,0.00,0.00,0.05,0.00,0.00,0.37,0.01,0.25,0.71,0.04,0.04,0.20,0.00,0.00,0.01,0.00,0.05,0.00,0.00,0.71,0.00
1082210.00,4.00,3.00,10.00,2.00,2.00,1.00,4.00,4.00,1.00,17.00,4.00,26.00,17695.00,59.00,1369.50,2.27,299.92,7.74,0.96,0.00,0.04,0.01,0.61,0.00,0.00,0.00,0.00,0.00,0.05,0.33,0.16,0.02,0.82,0.01,0.03,0.13,0.02,0.00,0.01,0.00,0.00,0.01,0.00,0.80,0.01
1082260.00,4.00,0.00,0.00,0.00,3.00,0.00,0.00,5.00,0.00,0.00,4.00,6.00,11125.00,17.00,741.50,2.83,654.41,6.67,1.00,0.00,0.00,0.00,0.84,0.00,0.14,0.00,0.00,0.00,0.01,0.01,0.01,0.15,0.84,0.00,0.14,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.84,0.00
1085080.00,4.00,3.00,10.00,2.00,4.00,4.00,5.00,4.00,1.00,11.00,1.00,1.00,23250.00,23.00,1317.50,23.00,1010.87,5.67,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1085220.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,5.00,0.00,0.00,1.00,1.00,225.00,1.00,42.00,1.00,225.00,18.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1085230.00,2.00,3.00,10.00,2.00,4.00,5.00,6.00,4.00,1.00,13.00,5.00,30.00,11375.00,47.00,1408.00,1.57,242.02,12.38,0.93,0.07,0.00,0.31,0.11,0.00,0.07,0.09,0.00,0.00,0.00,0.43,0.30,0.48,0.12,0.09,0.70,0.00,0.04,0.02,0.00,0.00,0.00,0.00,0.09,0.12,0.03
1085290.00,3.00,1.00,10.00,2.00,4.00,4.00,2.00,4.00,1.00,18.00,5.00,30.00,9500.00,55.00,1228.50,1.83,172.73,12.93,0.92,0.00,0.08,0.19,0.00,0.26,0.02,0.00,0.00,0.06,0.00,0.46,0.24,0.71,0.00,0.06,0.40,0.00,0.13,0.33,0.14,0.00,0.00,0.00,0.00,0.00,0.00
1085340.00,4.00,3.00,17.00,2.00,4.00,4.00,4.00,4.00,1.00,12.00,2.00,17.00,9700.00,24.00,790.00,1.41,404.17,8.14,0.77,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.99,0.08,0.08,0.29,0.55,0.70,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.29,0.00
1085460.00,1.00,1.00,10.00,2.00,4.00,5.00,3.00,4.00,1.00,15.00,4.00,11.00,7150.00,30.00,899.50,2.73,238.33,12.58,0.80,0.06,0.14,0.71,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.26,0.23,0.77,0.00,0.00,0.76,0.02,0.00,0.00,0.00,0.19,0.03,0.00,0.00,0.00,0.00
1085480.00,4.00,3.00,10.00,2.00,4.00,2.00,4.00,4.00,1.00,8.00,5.00,10.00,14525.00,34.00,1349.00,3.40,427.21,9.29,0.80,0.03,0.17,0.00,0.73,0.00,0.00,0.08,0.03,0.03,0.00,0.12,0.20,0.07,0.73,0.00,0.08,0.01,0.03,0.02,0.00,0.02,0.03,0.00,0.08,0.73,0.00
1085530.00,3.00,3.00,10.00,2.00,4.00,7.00,3.00,4.00,1.00,13.00,6.00,12.00,6050.00,21.00,533.50,1.75,288.10,8.82,1.00,0.00,0.00,0.17,0.42,0.06,0.00,0.00,0.00,0.02,0.01,0.32,0.09,0.49,0.42,0.00,0.26,0.06,0.09,0.06,0.00,0.00,0.00,0.00,0.00,0.42,0.10
1085590.00,4.00,3.00,10.00,2.00,4.00,4.00,8.00,4.00,0.00,13.00,3.00,8.00,5900.00,8.00,385.00,1.00,737.50,6.53,1.00,0.00,0.00,0.10,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.10,0.90,0.00,0.10,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00
1085630.00,3.00,3.00,10.00,2.00,4.00,4.00,2.00,4.00,2.00,11.00,1.00,1.00,4275.00,15.00,548.00,15.00,285.00,12.82,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1090040.00,2.00,3.00,10.00,2.00,3.00,6.00,2.00,4.00,1.00,34.00,2.00,11.00,9525.00,24.00,1238.50,2.18,396.88,13.00,1.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.78,0.22,0.00,0.00,0.38,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1094030.00,3.00,3.00,10.00,2.00,4.00,4.00,2.00,4.00,1.00,13.00,3.00,14.00,6225.00,24.00,789.00,1.71,259.38,12.67,0.96,0.00,0.04,0.46,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.49,0.31,0.24,0.00,0.45,0.77,0.00,0.05,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1094070.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,1.00,1.00,1800.00,1.00,183.00,1.00,1800.00,10.17,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1095130.00,2.00,3.00,10.00,2.00,3.00,5.00,3.00,2.00,1.00,32.00,5.00,49.00,7575.00,69.00,1045.00,1.41,109.78,13.80,0.70,0.26,0.04,0.15,0.00,0.05,0.08,0.00,0.01,0.00,0.00,0.72,0.45,0.49,0.00,0.06,0.42,0.08,0.03,0.36,0.05,0.00,0.01,0.01,0.00,0.00,0.03
1095140.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,3.00,6.00,2500.00,6.00,214.50,1.00,416.67,8.58,1.00,0.00,0.00,0.12,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.64,0.36,0.00,0.12,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00
1095150.00,4.00,3.00,5.00,2.00,4.00,4.00,4.00,4.00,1.00,12.00,6.00,31.00,21300.00,53.00,2452.00,1.71,401.89,11.51,0.77,0.10,0.14,0.24,0.11,0.05,0.00,0.00,0.00,0.01,0.02,0.57,0.12,0.65,0.11,0.12,0.44,0.05,0.29,0.06,0.03,0.00,0.00,0.02,0.00,0.11,0.00
1095220.00,3.00,3.00,10.00,2.00,2.00,5.00,5.00,3.00,1.00,11.00,3.00,13.00,14450.00,30.00,1582.50,2.31,481.67,10.95,0.98,0.00,0.02,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.89,0.08,0.92,0.00,0.00,0.93,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1095330.00,4.00,1.00,10.00,2.00,2.00,5.00,5.00,2.00,1.00,16.00,2.00,6.00,9700.00,25.00,1067.50,4.17,388.00,11.01,1.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.04,0.96,0.00,0.00,0.95,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1097180.00,3.00,3.00,10.00,2.00,3.00,5.00,4.00,2.00,1.00,28.00,4.00,16.00,13900.00,43.00,1602.00,2.69,323.26,11.53,1.00,0.00,0.00,0.63,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.29,0.19,0.81,0.00,0.00,0.72,0.12,0.00,0.00,0.13,0.00,0.03,0.00,0.00,0.00,0.00
1097370.00,4.00,3.00,10.00,2.00,2.00,4.00,5.00,2.00,1.00,11.00,3.00,12.00,17175.00,28.00,1370.50,2.33,613.39,7.98,0.70,0.27,0.03,0.00,0.45,0.00,0.00,0.00,0.16,0.00,0.00,0.38,0.01,0.16,0.51,0.32,0.32,0.00,0.01,0.00,0.00,0.00,0.16,0.00,0.00,0.51,0.00
1097410.00,3.00,3.00,10.00,2.00,2.00,4.00,12.00,2.00,1.00,27.00,5.00,14.00,23775.00,18.00,2636.00,1.29,1320.83,11.09,1.00,0.00,0.00,0.53,0.00,0.04,0.05,0.00,0.01,0.00,0.00,0.37,0.10,0.84,0.00,0.06,0.82,0.03,0.00,0.13,0.00,0.01,0.01,0.00,0.00,0.00,0.00
1097450.00,4.00,3.00,10.00,2.00,2.00,4.00,4.00,4.00,1.00,9.00,5.00,25.00,10050.00,36.00,1025.00,1.44,279.17,10.20,0.91,0.09,0.00,0.13,0.24,0.13,0.00,0.00,0.15,0.00,0.00,0.36,0.08,0.44,0.27,0.21,0.40,0.00,0.02,0.16,0.00,0.00,0.15,0.00,0.00,0.27,0.00
1097530.00,3.00,2.00,10.00,2.00,4.00,5.00,5.00,4.00,1.00,14.00,2.00,4.00,8650.00,18.00,1548.00,4.50,480.56,17.90,0.90,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.03,0.99,0.01,0.00,0.00,0.02,0.97,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1097540.00,4.00,3.00,10.00,2.00,2.00,5.00,4.00,1.00,1.00,13.00,4.00,10.00,6625.00,18.00,689.50,1.80,368.06,10.41,1.00,0.00,0.00,0.06,0.00,0.00,0.09,0.00,0.02,0.00,0.00,0.83,0.06,0.94,0.00,0.00,0.92,0.00,0.06,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00
1100100.00,2.00,2.00,10.00,2.00,4.00,4.00,2.00,4.00,1.00,9.00,7.00,22.00,8225.00,40.00,1014.50,1.82,205.63,12.33,0.86,0.14,0.00,0.18,0.04,0.00,0.10,0.01,0.28,0.00,0.04,0.36,0.39,0.57,0.04,0.00,0.28,0.04,0.14,0.00,0.22,0.00,0.28,0.00,0.01,0.04,0.00
1100120.00,3.00,2.00,10.00,2.00,2.00,4.00,6.00,2.00,1.00,8.00,5.00,16.00,16850.00,27.00,1872.00,1.69,624.07,11.11,0.96,0.04,0.00,0.60,0.00,0.00,0.00,0.00,0.03,0.01,0.02,0.35,0.05,0.95,0.00,0.00,0.93,0.04,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00
1100290.00,3.00,3.00,10.00,2.00,3.00,2.00,3.00,4.00,1.00,31.00,6.00,40.00,19325.00,47.00,2188.25,1.18,411.17,11.32,0.90,0.08,0.02,0.06,0.00,0.03,0.00,0.00,0.01,0.01,0.01,0.88,0.34,0.65,0.02,0.00,0.33,0.07,0.01,0.10,0.02,0.02,0.01,0.00,0.00,0.00,0.45
1100420.00,4.00,1.00,10.00,2.00,4.00,4.00,5.00,4.00,1.00,13.00,2.00,6.00,11800.00,26.00,1339.50,4.33,453.85,11.35,1.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.12,0.88,0.00,0.00,0.97,0.00,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00
1100460.00,3.00,3.00,4.00,2.00,3.00,5.00,5.00,4.00,1.00,19.00,4.00,15.00,15510.00,32.00,1481.50,2.13,484.69,9.55,0.99,0.01,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.24,0.01,0.48,0.04,0.69,0.26,0.00,0.42,0.31,0.26,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
1100470.00,4.00,3.00,10.00,2.00,3.00,4.00,4.00,4.00,2.00,12.00,3.00,8.00,11800.00,25.00,1192.50,3.13,472.00,10.11,0.87,0.03,0.09,0.64,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.01,0.86,0.10,0.03,0.89,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.10,0.00
1100490.00,2.00,3.00,10.00,2.00,2.00,4.00,5.00,2.00,1.00,28.00,5.00,18.00,12925.00,28.00,1112.50,1.56,461.61,8.61,1.00,0.00,0.00,0.17,0.36,0.01,0.00,0.00,0.00,0.02,0.00,0.44,0.02,0.62,0.36,0.00,0.39,0.20,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.36,0.00
1100510.00,1.00,2.00,10.00,2.00,4.00,7.00,4.00,4.00,1.00,18.00,6.00,25.00,9025.00,32.00,1930.00,1.28,282.03,21.39,1.00,0.00,0.00,0.06,0.05,0.00,0.00,0.10,0.03,0.00,0.05,0.71,0.65,0.27,0.07,0.00,0.41,0.08,0.00,0.05,0.00,0.25,0.03,0.00,0.10,0.07,0.00
1100620.00,3.00,3.00,10.00,2.00,3.00,4.00,5.00,2.00,1.00,14.00,4.00,17.00,38925.00,32.00,4863.00,1.88,1216.41,12.49,0.98,0.00,0.02,0.12,0.00,0.00,0.03,0.00,0.30,0.00,0.00,0.55,0.14,0.80,0.00,0.06,0.48,0.17,0.02,0.03,0.00,0.00,0.30,0.00,0.00,0.00,0.00
1100790.00,3.00,3.00,10.00,2.00,4.00,4.00,3.00,4.00,1.00,28.00,3.00,16.00,22500.00,25.00,2455.25,1.56,900.00,10.91,1.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.81,0.11,0.89,0.00,0.00,0.77,0.04,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1100860.00,2.00,1.00,5.00,2.00,1.00,7.00,2.00,4.00,1.00,19.00,3.00,8.00,6925.00,17.00,744.00,2.13,407.35,10.74,1.00,0.00,0.00,0.49,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.48,0.48,0.52,0.00,0.00,0.90,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1100910.00,1.00,2.00,10.00,2.00,4.00,7.00,4.00,4.00,1.00,29.00,3.00,21.00,8800.00,41.00,1041.50,1.95,214.63,11.84,0.84,0.16,0.00,0.00,0.00,0.14,0.23,0.00,0.00,0.00,0.00,0.63,0.07,0.93,0.00,0.00,0.46,0.34,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1101030.00,1.00,1.00,13.00,2.00,4.00,7.00,5.00,4.00,1.00,19.00,2.00,15.00,13675.00,30.00,1394.00,2.00,455.83,10.19,0.96,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.66,0.24,0.76,0.00,0.00,0.02,0.04,0.76,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00
1101070.00,2.00,1.00,4.00,2.00,3.00,5.00,5.00,2.00,1.00,20.00,2.00,8.00,12200.00,25.00,1421.00,3.13,488.00,11.65,0.75,0.21,0.04,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.59,0.28,0.41,0.00,0.31,0.39,0.00,0.00,0.59,0.02,0.00,0.00,0.00,0.00,0.00,0.00
1101080.00,3.00,3.00,10.00,2.00,4.00,4.00,4.00,4.00,1.00,18.00,3.00,34.00,16600.00,54.00,2204.00,1.59,307.41,13.28,0.94,0.06,0.00,0.29,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.53,0.41,0.55,0.00,0.04,0.43,0.01,0.04,0.32,0.18,0.01,0.00,0.00,0.00,0.00,0.01
1104070.00,2.00,3.00,10.00,2.00,4.00,5.00,6.00,3.00,1.00,16.00,7.00,29.00,12675.00,50.00,1657.50,1.72,253.50,13.08,0.98,0.02,0.00,0.02,0.02,0.02,0.00,0.04,0.03,0.34,0.00,0.53,0.37,0.60,0.02,0.01,0.13,0.11,0.60,0.02,0.02,0.01,0.03,0.00,0.07,0.02,0.00
1104230.00,4.00,3.00,10.00,2.00,3.00,5.00,7.00,2.00,1.00,16.00,3.00,8.00,6900.00,16.00,712.00,2.00,431.25,10.32,1.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.13,0.03,0.87,0.00,0.10,0.93,0.00,0.00,0.00,0.03,0.00,0.04,0.00,0.00,0.00,0.00
1104380.00,3.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,1.00,2.00,900.00,2.00,104.00,1.00,450.00,11.56,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.67,0.00,0.33,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1104490.00,2.00,1.00,5.00,2.00,4.00,4.00,15.00,2.00,1.00,10.00,3.00,8.00,48500.00,28.00,5425.00,3.50,1732.14,11.19,0.95,0.05,0.00,0.79,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.09,0.86,0.03,0.02,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.00
1104510.00,4.00,3.00,17.00,1.00,3.00,3.00,6.00,2.00,2.00,11.00,2.00,10.00,18200.00,38.00,1409.50,3.80,478.95,7.74,0.92,0.04,0.04,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.10,0.03,0.05,0.82,0.82,0.03,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.05,0.00
1104630.00,4.00,3.00,10.00,2.00,3.00,5.00,4.00,4.00,1.00,19.00,6.00,18.00,11100.00,34.00,865.50,1.89,326.47,7.80,0.82,0.09,0.09,0.05,0.05,0.00,0.00,0.00,0.01,0.02,0.02,0.86,0.14,0.08,0.05,0.73,0.89,0.02,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.05,0.01
1104740.00,3.00,3.00,10.00,2.00,2.00,5.00,5.00,2.00,1.00,11.00,5.00,17.00,24435.00,29.00,2583.00,1.71,842.59,10.57,1.00,0.00,0.00,0.70,0.02,0.00,0.00,0.00,0.00,0.07,0.02,0.19,0.06,0.92,0.02,0.00,0.87,0.02,0.07,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.00
1105040.00,2.00,3.00,10.00,2.00,3.00,5.00,5.00,2.00,2.00,13.00,4.00,18.00,19275.00,31.00,1889.00,1.72,621.77,9.80,0.99,0.01,0.00,0.05,0.02,0.00,0.06,0.00,0.00,0.00,0.00,0.88,0.30,0.69,0.02,0.00,0.12,0.02,0.31,0.00,0.07,0.00,0.00,0.00,0.00,0.02,0.47
1105100.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,5.00,20.00,9325.00,27.00,945.50,1.35,345.37,10.14,0.98,0.02,0.00,0.13,0.00,0.02,0.12,0.00,0.00,0.09,0.00,0.64,0.20,0.50,0.00,0.29,0.75,0.08,0.09,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
